11:42:53.313 0.18
11:42:53.323 0.19
11:42:53.333 0.254
11:42:53.343 0.316
11:42:53.353 0.276
11:42:53.363 0.198
11:42:53.373 0.175
11:42:53.383 0.197
11:42:53.393 0.168
11:42:53.403 0.174
11:42:53.413 0.185
11:42:53.423 0.17
11:42:53.433 0.192
11:42:53.443 0.182
11:42:53.453 0.165
11:42:53.463 0.185
11:42:53.473 0.177
11:42:53.483 0.18
11:42:53.493 0.177
11:42:53.503 0.224
11:42:53.513 0.179
11:42:53.523 0.171
11:42:53.533 0.207
11:42:53.543 0.193
11:42:53.553 0.327
11:42:53.563 0.316
11:42:53.573 0.188
11:42:53.583 0.323
11:42:53.593 0.203
11:42:53.603 0.322
11:42:53.613 0.306
11:42:53.623 0.309
11:42:53.633 0.335
11:42:53.643 0.339
11:42:53.653 0.361
11:42:53.663 0.314
11:42:53.673 0.184
11:42:53.683 0.186
11:42:53.693 0.26
11:42:53.703 0.327
11:42:53.714 0.294
11:42:53.723 0.35
11:42:53.733 0.359
11:42:53.743 0.329
11:42:53.753 0.519
11:42:53.763 0.351
11:42:53.773 0.356
11:42:53.783 0.232
11:42:53.793 0.339
11:42:53.803 0.235
11:42:53.813 0.357
11:42:53.823 0.231
11:42:53.833 0.334
11:42:53.843 0.347
11:42:53.853 0.2
11:42:53.863 0.338
11:42:53.873 0.23
11:42:53.883 0.228
11:42:53.893 0.225
11:42:53.903 0.339
11:42:53.913 0.296
11:42:53.923 0.231
11:42:53.933 0.229
11:42:53.943 0.227
11:42:53.953 0.202
11:42:53.963 0.325
11:42:53.973 0.332
11:42:53.983 0.336
11:42:53.993 0.34
11:42:54.003 0.424
11:42:54.013 0.226
11:42:54.023 0.232
11:42:54.033 0.23
11:42:54.043 0.228
11:42:54.053 0.224
11:42:54.063 0.228
11:42:54.073 0.203
11:42:54.083 0.229
11:42:54.093 0.227
11:42:54.103 0.215
11:42:54.113 0.219
11:42:54.123 0.219
11:42:54.133 0.227
11:42:54.143 0.219
11:42:54.153 0.219
11:42:54.163 0.229
11:42:54.173 0.221
11:42:54.183 0.219
11:42:54.193 0.22
11:42:54.203 0.22
11:42:54.213 0.213
11:42:54.223 0.22
11:42:54.233 0.22
11:42:54.243 0.227
11:42:54.253 0.22
11:42:54.263 0.217
11:42:54.273 0.173
11:42:54.283 0.237
11:42:54.293 0.219
11:42:54.303 0.215
11:42:54.313 0.216
11:42:54.323 0.229
11:42:54.333 0.219
11:42:54.343 0.227
11:42:54.353 0.22
11:42:54.363 0.218
11:42:54.373 0.218
11:42:54.383 0.343
11:42:54.393 0.278
11:42:54.403 0.225
11:42:54.413 0.232
11:42:54.423 0.22
11:42:54.433 0.218
11:42:54.443 0.22
11:42:54.453 0.22
11:42:54.463 0.229
11:42:54.473 0.218
11:42:54.483 0.22
11:42:54.493 0.214
11:42:54.503 0.242
11:42:54.513 0.229
11:42:54.523 0.218
11:42:54.533 0.229
11:42:54.543 0.356
11:42:54.553 0.345
11:42:54.563 0.342
11:42:54.573 0.361
11:42:54.583 0.372
11:42:54.593 0.343
11:42:54.603 0.232
11:42:54.613 0.231
11:42:54.623 0.226
11:42:54.633 0.212
11:42:54.643 0.22
11:42:54.653 0.219
11:42:54.663 0.218
11:42:54.673 0.219
11:42:54.683 0.218
11:42:54.693 0.22
11:42:54.703 0.22
11:42:54.713 0.23
11:42:54.723 0.219
11:42:54.733 0.219
11:42:54.743 0.218
11:42:54.753 0.228
11:42:54.763 0.231
11:42:54.773 0.219
11:42:54.783 0.231
11:42:54.793 0.218
11:42:54.803 0.228
11:42:54.813 0.232
11:42:54.823 0.218
11:42:54.833 0.218
11:42:54.843 0.219
11:42:54.853 0.217
11:42:54.863 0.218
11:42:54.873 0.226
11:42:54.883 0.218
11:42:54.893 0.219
11:42:54.903 0.22
11:42:54.913 0.232
11:42:54.923 0.22
11:42:54.933 0.222
11:42:54.943 0.229
11:42:54.953 0.22
11:42:54.963 0.219
11:42:54.973 0.22
11:42:54.983 0.218
11:42:54.993 0.219
11:42:55.003 0.265
11:42:55.013 0.232
11:42:55.023 0.35
11:42:55.033 0.349
11:42:55.043 0.346
11:42:55.053 0.344
11:42:55.063 0.347
11:42:55.073 0.362
11:42:55.083 0.342
11:42:55.093 0.251
11:42:55.103 0.355
11:42:55.113 0.234
11:42:55.123 0.358
11:42:55.133 0.347
11:42:55.143 0.23
11:42:55.153 0.22
11:42:55.163 0.218
11:42:55.173 0.22
11:42:55.183 0.219
11:42:55.193 0.22
11:42:55.203 0.227
11:42:55.213 0.219
11:42:55.223 0.219
11:42:55.233 0.219
11:42:55.243 0.227
11:42:55.253 0.222
11:42:55.263 0.228
11:42:55.273 0.215
11:42:55.283 0.218
11:42:55.293 0.221
11:42:55.303 0.214
11:42:55.313 0.232
11:42:55.323 0.226
11:42:55.333 0.287
11:42:55.343 0.24
11:42:55.353 0.219
11:42:55.363 0.219
11:42:55.373 0.219
11:42:55.383 0.237
11:42:55.393 0.235
11:42:55.403 0.219
11:42:55.413 0.224
11:42:55.423 0.22
11:42:55.433 0.218
11:42:55.443 0.225
11:42:55.453 0.223
11:42:55.463 0.218
11:42:55.473 0.22
11:42:55.483 0.219
11:42:55.493 0.301
11:42:55.503 0.246
